# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	44287	46083	+	WP_008572933.1	WP_008572933.1		M28 family peptidase			E2P69_RS00210	1797	598	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	46397	46840	-							E2P69_RS00215	444		old_locus_tag=E2P69_00215
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	46397	46840	-	WP_011345787.1	WP_011345787.1		PepSY domain-containing protein			E2P69_RS00215	444	147	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	47133	48266	-							E2P69_RS00220	1134		old_locus_tag=E2P69_00220
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	47133	48266	-	WP_008572930.1	WP_008572930.1		glycoside hydrolase family 5 protein			E2P69_RS00220	1134	377	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	48896	49948	-							E2P69_RS00225	1053		old_locus_tag=E2P69_00230
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	48896	49948	-	WP_014088879.1	WP_014088879.1		glycoside hydrolase family 5 protein			E2P69_RS00225	1053	350	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	50716	51789	-							E2P69_RS00235	1074		old_locus_tag=E2P69_00240
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	50716	51789	-	WP_033478677.1	WP_033478677.1		glycoside hydrolase family 5 protein			E2P69_RS00235	1074	357	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	52100	53158	+							E2P69_RS00245	1059		old_locus_tag=E2P69_00250
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	52100	53158	+	WP_008572924.1	WP_008572924.1		NAD(P)-dependent alcohol dehydrogenase			E2P69_RS00245	1059	352	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	53243	53644	-							E2P69_RS00250	402		old_locus_tag=E2P69_00255
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	53243	53644	-	WP_126952716.1	WP_126952716.1		hypothetical protein			E2P69_RS00250	402	133	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	54107	55588	-							E2P69_RS00255	1482		old_locus_tag=E2P69_00260
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	54107	55588	-	WP_008572920.1	WP_008572920.1		FAD-dependent oxidoreductase			E2P69_RS00255	1482	493	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	55782	60254	-					gltB		E2P69_RS00260	4473		old_locus_tag=E2P69_00265
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	55782	60254	-	WP_008572918.1	WP_008572918.1		glutamate synthase large subunit	gltB		E2P69_RS00260	4473	1490	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	60457	60837	-							E2P69_RS00265	381		old_locus_tag=E2P69_00270
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	60457	60837	-	WP_011345797.1	WP_011345797.1		hypothetical protein			E2P69_RS00265	381	126	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	60894	62171	+							E2P69_RS00270	1278		old_locus_tag=E2P69_00275
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	60894	62171	+	WP_014088883.1	WP_014088883.1		DNA topoisomerase IB			E2P69_RS00270	1278	425	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	62387	62731	-							E2P69_RS00275	345		old_locus_tag=E2P69_00280
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	62387	62731	-	WP_008572913.1	WP_008572913.1		hypothetical protein			E2P69_RS00275	345	114	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	62980	65379	+							E2P69_RS00280	2400		old_locus_tag=E2P69_00285
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	62980	65379	+	WP_127172319.1	WP_127172319.1		penicillin acylase family protein			E2P69_RS00280	2400	799	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	65459	66328	-							E2P69_RS00285	870		old_locus_tag=E2P69_00290
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	65459	66328	-	WP_014088885.1	WP_014088885.1		NmrA family NAD(P)-binding protein			E2P69_RS00285	870	289	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	66493	67368	+							E2P69_RS00290	876		old_locus_tag=E2P69_00295
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	66493	67368	+	WP_014088886.1	WP_014088886.1		LysR family transcriptional regulator			E2P69_RS00290	876	291	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	67560	67958	+							E2P69_RS00295	399		old_locus_tag=E2P69_00300
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	67560	67958	+	WP_008572904.1	WP_008572904.1		BlaI/MecI/CopY family transcriptional regulator			E2P69_RS00295	399	132	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	67962	69701	+							E2P69_RS00300	1740		old_locus_tag=E2P69_00305
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	67962	69701	+	WP_031420478.1	WP_031420478.1		M56 family metallopeptidase			E2P69_RS00300	1740	579	
gene	ncRNA	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	70022	70098	-							E2P69_RS00305	77		old_locus_tag=E2P69_00310
ncRNA	other	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	70022	70098	-				sX9 sRNA			E2P69_RS00305	77		
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	70839	71405	+							E2P69_RS00315	567		old_locus_tag=E2P69_00320
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	70839	71405	+	WP_033478808.1	WP_033478808.1		hypothetical protein			E2P69_RS00315	567	188	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	71442	72623	+							E2P69_RS00320	1182		old_locus_tag=E2P69_00325
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	71442	72623	+	WP_008574068.1	WP_008574068.1		saccharopine dehydrogenase NADP-binding domain-containing protein			E2P69_RS00320	1182	393	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	72762	73547	-							E2P69_RS00325	786		old_locus_tag=E2P69_00330
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	72762	73547	-	WP_008574064.1	WP_008574064.1		DUF1868 domain-containing protein			E2P69_RS00325	786	261	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	73558	76215	-							E2P69_RS00330	2658		old_locus_tag=E2P69_00335
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	73558	76215	-	WP_171309834.1	WP_171309834.1		TonB-dependent receptor			E2P69_RS00330	2658	885	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	76318	77475	+							E2P69_RS00335	1158		old_locus_tag=E2P69_00340
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	76318	77475	+	WP_033478806.1	WP_033478806.1		ROK family protein			E2P69_RS00335	1158	385	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	77618	79807	+							E2P69_RS00340	2190		old_locus_tag=E2P69_00345
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	77618	79807	+	WP_033478805.1	WP_033478805.1		avirulence protein			E2P69_RS00340	2190	729	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	80297	81754	-							E2P69_RS00350	1458		old_locus_tag=E2P69_00355
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	80297	81754	-	WP_008574059.1	WP_008574059.1		ribonuclease H-like domain-containing protein			E2P69_RS00350	1458	485	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	81751	84246	-							E2P69_RS00355	2496		old_locus_tag=E2P69_00360
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	81751	84246	-	WP_008574058.1	WP_008574058.1		DEAD/DEAH box helicase			E2P69_RS00355	2496	831	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	84424	85086	+							E2P69_RS00360	663		old_locus_tag=E2P69_00365
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	84424	85086	+	WP_008574057.1	WP_008574057.1		hemolysin III family protein			E2P69_RS00360	663	220	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	85152	85409	+							E2P69_RS00365	258		old_locus_tag=E2P69_00370
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	85152	85409	+	WP_008574056.1	WP_008574056.1		type II toxin-antitoxin system prevent-host-death family antitoxin			E2P69_RS00365	258	85	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	85397	85699	+							E2P69_RS00370	303		old_locus_tag=E2P69_00375
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	85397	85699	+	WP_008574054.1	WP_008574054.1		type II toxin-antitoxin system RelE/ParE family toxin			E2P69_RS00370	303	100	
gene	ncRNA	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	85763	85838	+							E2P69_RS00375	76		old_locus_tag=E2P69_00380
ncRNA	other	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	85763	85838	+				sX9 sRNA			E2P69_RS00375	76		
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	85881	86780	-							E2P69_RS00380	900		old_locus_tag=E2P69_00385
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	85881	86780	-	WP_008574052.1	WP_008574052.1		SDR family NAD(P)-dependent oxidoreductase			E2P69_RS00380	900	299	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	86840	87577	-							E2P69_RS00385	738		old_locus_tag=E2P69_00390
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	86840	87577	-	WP_008574050.1	WP_008574050.1		SDR family oxidoreductase			E2P69_RS00385	738	245	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	87703	88614	+							E2P69_RS00390	912		old_locus_tag=E2P69_00395
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	87703	88614	+	WP_033478804.1	WP_033478804.1		LysR family transcriptional regulator			E2P69_RS00390	912	303	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	88814	89524	+							E2P69_RS00395	711		old_locus_tag=E2P69_00400
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	88814	89524	+	WP_008574047.1	WP_008574047.1		hypothetical protein			E2P69_RS00395	711	236	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	89762	90370	-							E2P69_RS00400	609		old_locus_tag=E2P69_00405
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	89762	90370	-	WP_008574046.1	WP_008574046.1		NAD(P)H-dependent oxidoreductase			E2P69_RS00400	609	202	
gene	pseudogene	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	90621	90843	-							E2P69_RS00405	223		pseudo;old_locus_tag=E2P69_00410
CDS	without_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	90621	90843	-				hypothetical protein			E2P69_RS00405	223		pseudo
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	91620	91841	-							E2P69_RS00415	222		old_locus_tag=E2P69_00420
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	91620	91841	-	WP_005921785.1	WP_005921785.1		hypothetical protein			E2P69_RS00415	222	73	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	92241	94073	-							E2P69_RS00420	1833		old_locus_tag=E2P69_00425
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	92241	94073	-	WP_033478803.1	WP_033478803.1		hypothetical protein			E2P69_RS00420	1833	610	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	94151	94789	-							E2P69_RS00425	639		old_locus_tag=E2P69_00430
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	94151	94789	-	WP_031420504.1	WP_031420504.1		hypothetical protein			E2P69_RS00425	639	212	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	94907	95437	-							E2P69_RS22795	531		
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	94907	95437	-	WP_171309872.1	WP_171309872.1		hypothetical protein			E2P69_RS22795	531	176	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	96506	96694	-							E2P69_RS00440	189		old_locus_tag=E2P69_00445
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	96506	96694	-	WP_008575250.1	WP_008575250.1		CsbD family protein			E2P69_RS00440	189	62	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	96935	98110	-							E2P69_RS00445	1176		old_locus_tag=E2P69_00450
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	96935	98110	-	WP_008575251.1	WP_008575251.1		HDOD domain-containing protein			E2P69_RS00445	1176	391	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	98325	98855	+							E2P69_RS00450	531		old_locus_tag=E2P69_00455
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	98325	98855	+	WP_033478951.1	WP_033478951.1		SRPBCC family protein			E2P69_RS00450	531	176	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	99156	99467	-							E2P69_RS00455	312		old_locus_tag=E2P69_00460
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	99156	99467	-	WP_005917446.1	WP_005917446.1		hypothetical protein			E2P69_RS00455	312	103	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	99464	100534	-							E2P69_RS00460	1071		old_locus_tag=E2P69_00465
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	99464	100534	-	WP_008573870.1	WP_008573870.1		M4 family metallopeptidase			E2P69_RS00460	1071	356	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	100644	101300	-							E2P69_RS00465	657		old_locus_tag=E2P69_00470
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	100644	101300	-	WP_031420512.1	WP_031420512.1		SDR family oxidoreductase			E2P69_RS00465	657	218	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	101559	102002	+							E2P69_RS00470	444		old_locus_tag=E2P69_00475
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	101559	102002	+	WP_008573866.1	WP_008573866.1		NUDIX domain-containing protein			E2P69_RS00470	444	147	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	102286	106008	+							E2P69_RS00475	3723		old_locus_tag=E2P69_00480
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	102286	106008	+	WP_046932065.1	WP_046932065.1		M48 family metalloprotease			E2P69_RS00475	3723	1240	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	106390	106788	+							E2P69_RS00480	399		old_locus_tag=E2P69_00485
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	106390	106788	+	WP_008577854.1	WP_008577854.1		host attachment protein			E2P69_RS00480	399	132	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	106809	107138	+							E2P69_RS00485	330		old_locus_tag=E2P69_00490
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	106809	107138	+	WP_008577855.1	WP_008577855.1		thioredoxin family protein			E2P69_RS00485	330	109	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	107671	109161	+					proP		E2P69_RS00495	1491		old_locus_tag=E2P69_00500
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	107671	109161	+	WP_127172318.1	WP_127172318.1		glycine betaine/L-proline transporter ProP	proP		E2P69_RS00495	1491	496	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	109504	109977	-							E2P69_RS00500	474		old_locus_tag=E2P69_00505
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	109504	109977	-	WP_008577858.1	WP_008577858.1		SRPBCC domain-containing protein			E2P69_RS00500	474	157	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	110148	110942	+							E2P69_RS00505	795		old_locus_tag=E2P69_00510
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	110148	110942	+	WP_031420517.1	WP_031420517.1		EcsC family protein			E2P69_RS00505	795	264	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	111138	111794	+							E2P69_RS00510	657		old_locus_tag=E2P69_00515
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	111138	111794	+	WP_008577860.1	WP_008577860.1		DUF938 domain-containing protein			E2P69_RS00510	657	218	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	112054	113835	-							E2P69_RS00515	1782		old_locus_tag=E2P69_00520
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	112054	113835	-	WP_127172317.1	WP_127172317.1		carboxypeptidase regulatory-like domain-containing protein			E2P69_RS00515	1782	593	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	113993	116272	-							E2P69_RS00520	2280		old_locus_tag=E2P69_00525
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	113993	116272	-	WP_046932028.1	WP_046932028.1		hypothetical protein			E2P69_RS00520	2280	759	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	116269	117468	-							E2P69_RS00525	1200		old_locus_tag=E2P69_00530
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	116269	117468	-	WP_046932064.1	WP_046932064.1		BatA domain-containing protein			E2P69_RS00525	1200	399	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	117512	118411	-							E2P69_RS00530	900		old_locus_tag=E2P69_00535
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	117512	118411	-	WP_011345838.1	WP_011345838.1		DUF58 domain-containing protein			E2P69_RS00530	900	299	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	118425	119417	-							E2P69_RS00535	993		old_locus_tag=E2P69_00540
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	118425	119417	-	WP_008573993.1	WP_008573993.1		MoxR family ATPase			E2P69_RS00535	993	330	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	119530	120348	-							E2P69_RS00540	819		old_locus_tag=E2P69_00545
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000001.1	119530	120348	-	WP_029818157.1	WP_029818157.1		DUF4159 domain-containing protein			E2P69_RS00540	819	272	
